Emote,Platform,Format,ID,URL
Saj,ffz,png,490858,https://www.frankerfacez.com/emoticon/490858
WideHardo,ffz,png,309114,https://www.frankerfacez.com/emoticon/309114
monkaOMEGA,ffz,png,167431,https://www.frankerfacez.com/emoticon/167431
KEKW,ffz,png,444593,https://www.frankerfacez.com/emoticon/444593
MegaLUL,ffz,png,119959,https://www.frankerfacez.com/emoticon/119959
Maj,ffz,png,634948,https://www.frankerfacez.com/emoticon/634948
NotSure,ffz,png,488558,https://www.frankerfacez.com/emoticon/488558
APU,ffz,png,610016,https://www.frankerfacez.com/emoticon/610016
peepoFat,ffz,png,657169,https://www.frankerfacez.com/emoticon/657169
Prayge,ffz,png,630964,https://www.frankerfacez.com/emoticon/630964
Pepepains,ffz,png,397184,https://www.frankerfacez.com/emoticon/397184
YEP,ffz,png,522548,https://www.frankerfacez.com/emoticon/522548
VaN,ffz,png,523264,https://www.frankerfacez.com/emoticon/523264
Okayeg,ffz,png,636418,https://www.frankerfacez.com/emoticon/636418
4Weird,ffz,png,520949,https://www.frankerfacez.com/emoticon/520949
4Shrug,ffz,png,609376,https://www.frankerfacez.com/emoticon/609376
Pog,ffz,png,286274,https://www.frankerfacez.com/emoticon/286274
HYPERS,ffz,png,515983,https://www.frankerfacez.com/emoticon/515983
3Head,ffz,png,521566,https://www.frankerfacez.com/emoticon/521566
4HEad,ffz,png,398006,https://www.frankerfacez.com/emoticon/398006
MaN,ffz,png,397629,https://www.frankerfacez.com/emoticon/397629
4WeirdBuff,ffz,png,520942,https://www.frankerfacez.com/emoticon/520942
5Head,ffz,png,398071,https://www.frankerfacez.com/emoticon/398071
dankHug,ffz,png,523263,https://www.frankerfacez.com/emoticon/523263
FeelsOkayMan,ffz,png,650010,https://www.frankerfacez.com/emoticon/650010
Kapp,ffz,png,286457,https://www.frankerfacez.com/emoticon/286457
HandsUp,ffz,png,398994,https://www.frankerfacez.com/emoticon/398994
OMEGALUL,ffz,png,624812,https://www.frankerfacez.com/emoticon/624812
FeelsDankMan,ffz,png,520331,https://www.frankerfacez.com/emoticon/520331
FeelsDonkMan,ffz,png,523269,https://www.frankerfacez.com/emoticon/523269
monkaW,ffz,png,522921,https://www.frankerfacez.com/emoticon/522921
pepeW,ffz,png,523266,https://www.frankerfacez.com/emoticon/523266
LULW,ffz,png,139407,https://www.frankerfacez.com/emoticon/139407
Pepega,ffz,png,524346,https://www.frankerfacez.com/emoticon/524346
PepeHands,ffz,png,662819,https://www.frankerfacez.com/emoticon/662819
monkaLaugh,ffz,png,663801,https://www.frankerfacez.com/emoticon/663801
FeelsMan,ffz,png,663870,https://www.frankerfacez.com/emoticon/663870
PepoG,ffz,png,664507,https://www.frankerfacez.com/emoticon/664507
